Time,Frame,V (cm/s),Vx (cm/s),Vy (cm/s),X (cm),Y (cm)
18:24:22.925683,307,0.3031867072996276,0.0,0.3031867072996276,14.180419999999998,11.726971666666666
18:24:23.019711,308,0.32540907998268925,0.03237941366148656,0.323794136614792,14.183755,11.760321666666666
18:24:23.126861,309,0.29768757801324586,0.011441063033784397,0.29746763887866745,14.184866666666665,11.789225
18:24:23.207087,310,0.47186639543959424,0.027708948831163652,0.47105213012980574,14.187089999999998,11.827021666666665
18:24:23.289161,311,0.46940260333157535,0.026779320198297103,0.4686381034702336,14.189313333333331,11.865929999999999
18:24:23.369865,312,0.42673464754356843,0.0,0.42673464754356843,14.189313333333331,11.900391666666666
18:24:23.463406,313,0.45413256409040065,0.047540769614445644,0.4516373113370816,14.19376,11.942635
18:24:23.566426,314,0.4045458891830016,0.06475612916964316,0.3993294632128087,14.200429999999999,11.983766666666666
18:24:23.661766,315,0.3822522880887811,0.0346074960785651,0.3806824568643538,14.203764999999999,12.020451666666666
18:24:24.078027,317,0.19957265449238384,0.024094801061770376,0.19811280873010237,14.213769999999998,12.102714999999998
18:24:24.175209,318,0.3028127036489286,0.057185389848253484,0.29736402721088695,14.219328333333333,12.131618333333332
18:24:24.284228,319,0.31191569852109013,0.030045028524286952,0.31046529475107904,14.222663333333331,12.16608
18:24:24.378642,320,0.4372108429207077,0.06014638356424236,0.43305396166249166,14.228221666666665,12.2061
18:24:24.470620,321,0.37341394928932453,0.0709568305822395,0.3666102913416011,14.234891666666664,12.240561666666666
18:24:24.566408,322,0.46452225156757837,0.06890744119372788,0.4593829412914083,14.241561666666666,12.285028333333333
18:24:24.662405,323,0.4601231894438618,0.058511250654619824,0.4563877551061424,14.247119999999999,12.328383333333333
18:24:24.757333,324,0.42524308853605186,0.1088165426822985,0.41108471679977593,14.257124999999998,12.36618
